num,OBČINE,LETO,KAZALNIK
43.3817220906689,SLOVENIJA,2005,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
54.8663820821715,SLOVENIJA,2005,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
53.8,SLOVENIJA,2005,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
56.2,SLOVENIJA,2005,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
100,SLOVENIJA,2006,Indeks delovne migracije
100,SLOVENIJA,2006,Indeks delovne migracije za moške
100,SLOVENIJA,2006,Indeks delovne migracije za ženske
45.3950273830761,SLOVENIJA,2006,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
46.1085945440227,SLOVENIJA,2006,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
44.5013305158805,SLOVENIJA,2006,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
54.1692136877955,SLOVENIJA,2006,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
53.3,SLOVENIJA,2006,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
55.3,SLOVENIJA,2006,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
100,SLOVENIJA,2007,Indeks delovne migracije
100,SLOVENIJA,2007,Indeks delovne migracije za moške
100,SLOVENIJA,2007,Indeks delovne migracije za ženske
47.2162112068862,SLOVENIJA,2007,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
47.5878504230672,SLOVENIJA,2007,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
46.7440373390464,SLOVENIJA,2007,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
52.1107690382028,SLOVENIJA,2007,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
51.4,SLOVENIJA,2007,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
53,SLOVENIJA,2007,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
100,SLOVENIJA,2008,Indeks delovne migracije
100,SLOVENIJA,2008,Indeks delovne migracije za moške
100,SLOVENIJA,2008,Indeks delovne migracije za ženske
47.8461562072422,SLOVENIJA,2008,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
48.0999562628268,SLOVENIJA,2008,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
47.5212584690672,SLOVENIJA,2008,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
51.7064175561083,SLOVENIJA,2008,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
51.2,SLOVENIJA,2008,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
52.3,SLOVENIJA,2008,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
100,SLOVENIJA,2009,Indeks delovne migracije
100,SLOVENIJA,2009,Indeks delovne migracije za moške
100,SLOVENIJA,2009,Indeks delovne migracije za ženske
48.8972873823578,SLOVENIJA,2009,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
49.5012725234438,SLOVENIJA,2009,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
48.1386642374689,SLOVENIJA,2009,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
51.1,SLOVENIJA,2009,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
50.5,SLOVENIJA,2009,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
51.9,SLOVENIJA,2009,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
100,SLOVENIJA,2010,Indeks delovne migracije
100,SLOVENIJA,2010,Indeks delovne migracije za moške
100,SLOVENIJA,2010,Indeks delovne migracije za ženske
49.6139535530559,SLOVENIJA,2010,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
50.1141487030642,SLOVENIJA,2010,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
49.0000901073404,SLOVENIJA,2010,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
50.4,SLOVENIJA,2010,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
49.9,SLOVENIJA,2010,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
51,SLOVENIJA,2010,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
100,SLOVENIJA,2011,Indeks delovne migracije
100,SLOVENIJA,2011,Indeks delovne migracije za moške
100,SLOVENIJA,2011,Indeks delovne migracije za ženske
50.2153212858832,SLOVENIJA,2011,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
50.7844523297943,SLOVENIJA,2011,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
49.5291589552617,SLOVENIJA,2011,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
49.8,SLOVENIJA,2011,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
49.2,SLOVENIJA,2011,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
50.5,SLOVENIJA,2011,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
100,SLOVENIJA,2012,Indeks delovne migracije
100,SLOVENIJA,2012,Indeks delovne migracije za moške
100,SLOVENIJA,2012,Indeks delovne migracije za ženske
50.4855492850283,SLOVENIJA,2012,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
51.0914986551805,SLOVENIJA,2012,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
49.7672827421251,SLOVENIJA,2012,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
49.5,SLOVENIJA,2012,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
48.9,SLOVENIJA,2012,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
50.2,SLOVENIJA,2012,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
100,SLOVENIJA,2013,Indeks delovne migracije
100,SLOVENIJA,2013,Indeks delovne migracije za moške
100,SLOVENIJA,2013,Indeks delovne migracije za ženske
50.6,SLOVENIJA,2013,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
51.2,SLOVENIJA,2013,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
49.8,SLOVENIJA,2013,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
49.4,SLOVENIJA,2013,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
48.8,SLOVENIJA,2013,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
50.2,SLOVENIJA,2013,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
100,SLOVENIJA,2014,Indeks delovne migracije
100,SLOVENIJA,2014,Indeks delovne migracije za moške
100,SLOVENIJA,2014,Indeks delovne migracije za ženske
50.9,SLOVENIJA,2014,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
51.6,SLOVENIJA,2014,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
50.1,SLOVENIJA,2014,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
49.1,SLOVENIJA,2014,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
48.4,SLOVENIJA,2014,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
49.9,SLOVENIJA,2014,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
100,SLOVENIJA,2015,Indeks delovne migracije
100,SLOVENIJA,2015,Indeks delovne migracije za moške
100,SLOVENIJA,2015,Indeks delovne migracije za ženske
51.4,SLOVENIJA,2015,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
52,SLOVENIJA,2015,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
50.6,SLOVENIJA,2015,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
48.6,SLOVENIJA,2015,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
48,SLOVENIJA,2015,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
49.4,SLOVENIJA,2015,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
100,SLOVENIJA,2016,Indeks delovne migracije
100,SLOVENIJA,2016,Indeks delovne migracije za moške
100,SLOVENIJA,2016,Indeks delovne migracije za ženske
51.8,SLOVENIJA,2016,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
52.3,SLOVENIJA,2016,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
51.2,SLOVENIJA,2016,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
48.2,SLOVENIJA,2016,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
47.7,SLOVENIJA,2016,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
48.8,SLOVENIJA,2016,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
100,SLOVENIJA,2017,Indeks delovne migracije
100,SLOVENIJA,2017,Indeks delovne migracije za moške
100,SLOVENIJA,2017,Indeks delovne migracije za ženske
52.3,SLOVENIJA,2017,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
52.7,SLOVENIJA,2017,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
51.9,SLOVENIJA,2017,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
47.7,SLOVENIJA,2017,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
47.3,SLOVENIJA,2017,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
48.1,SLOVENIJA,2017,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
100,SLOVENIJA,2018,Indeks delovne migracije
100,SLOVENIJA,2018,Indeks delovne migracije za moške
100,SLOVENIJA,2018,Indeks delovne migracije za ženske
52.9,SLOVENIJA,2018,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
53.2,SLOVENIJA,2018,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
52.5,SLOVENIJA,2018,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
47.1,SLOVENIJA,2018,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
46.8,SLOVENIJA,2018,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
47.5,SLOVENIJA,2018,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
100,SLOVENIJA,2019,Indeks delovne migracije
100,SLOVENIJA,2019,Indeks delovne migracije za moške
100,SLOVENIJA,2019,Indeks delovne migracije za ženske
53.1,SLOVENIJA,2019,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
53.4,SLOVENIJA,2019,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
52.8,SLOVENIJA,2019,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
46.9,SLOVENIJA,2019,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
46.6,SLOVENIJA,2019,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
47.2,SLOVENIJA,2019,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
100,SLOVENIJA,2020,Indeks delovne migracije
100,SLOVENIJA,2020,Indeks delovne migracije za moške
100,SLOVENIJA,2020,Indeks delovne migracije za ženske
54.4,SLOVENIJA,2020,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
54.8,SLOVENIJA,2020,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
54,SLOVENIJA,2020,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
45.6,SLOVENIJA,2020,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
45.2,SLOVENIJA,2020,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
46,SLOVENIJA,2020,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
95.640878,Ajdovščina,2000,Indeks delovne migracije
97,Ajdovščina,2000,Indeks delovne migracije za moške
93.8,Ajdovščina,2000,Indeks delovne migracije za ženske
33.7615473441109,Ajdovščina,2000,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
35.5966556878642,Ajdovščina,2000,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
31.3317678631332,Ajdovščina,2000,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
66.238453,Ajdovščina,2000,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
64.4,Ajdovščina,2000,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
68.7,Ajdovščina,2000,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
96.607041,Ajdovščina,2001,Indeks delovne migracije
98.1,Ajdovščina,2001,Indeks delovne migracije za moške
94.6,Ajdovščina,2001,Indeks delovne migracije za ženske
35.0653038046565,Ajdovščina,2001,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
37.229005731373,Ajdovščina,2001,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
32.2005938634114,Ajdovščina,2001,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
64.934696,Ajdovščina,2001,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
62.8,Ajdovščina,2001,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
67.8,Ajdovščina,2001,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
93.83204,Ajdovščina,2002,Indeks delovne migracije
94.6,Ajdovščina,2002,Indeks delovne migracije za moške
92.8,Ajdovščina,2002,Indeks delovne migracije za ženske
35.3563867325335,Ajdovščina,2002,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
37.3517786561265,Ajdovščina,2002,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
32.6967402041488,Ajdovščina,2002,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
64.643613,Ajdovščina,2002,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
62.6,Ajdovščina,2002,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
67.3,Ajdovščina,2002,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
92.156319,Ajdovščina,2003,Indeks delovne migracije
93.5,Ajdovščina,2003,Indeks delovne migracije za moške
90.4,Ajdovščina,2003,Indeks delovne migracije za ženske
36.4467849223947,Ajdovščina,2003,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
38.2345828295042,Ajdovščina,2003,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
34.0473872119442,Ajdovščina,2003,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
63.553215,Ajdovščina,2003,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
61.8,Ajdovščina,2003,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
66,Ajdovščina,2003,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
90.47885,Ajdovščina,2004,Indeks delovne migracije
92.5,Ajdovščina,2004,Indeks delovne migracije za moške
87.8,Ajdovščina,2004,Indeks delovne migracije za ženske
38.475499092559,Ajdovščina,2004,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
39.3150024119633,Ajdovščina,2004,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
37.3218428902884,Ajdovščina,2004,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
61.524501,Ajdovščina,2004,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
60.7,Ajdovščina,2004,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
62.7,Ajdovščina,2004,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
90.562081,Ajdovščina,2005,Indeks delovne migracije
94.2,Ajdovščina,2005,Indeks delovne migracije za moške
85.5,Ajdovščina,2005,Indeks delovne migracije za ženske
40.576062639821,Ajdovščina,2005,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
40.7032755298651,Ajdovščina,2005,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
40.4,Ajdovščina,2005,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
59.423937,Ajdovščina,2005,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
59.3,Ajdovščina,2005,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
59.6,Ajdovščina,2005,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
90.26125,Ajdovščina,2006,Indeks delovne migracije
95.2,Ajdovščina,2006,Indeks delovne migracije za moške
83.4,Ajdovščina,2006,Indeks delovne migracije za ženske
41.3623307345096,Ajdovščina,2006,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
40.5075187969925,Ajdovščina,2006,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
42.5531914893617,Ajdovščina,2006,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
58.637669,Ajdovščina,2006,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
59.5,Ajdovščina,2006,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
57.4,Ajdovščina,2006,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
89.052052,Ajdovščina,2007,Indeks delovne migracije
94.5,Ajdovščina,2007,Indeks delovne migracije za moške
81.4,Ajdovščina,2007,Indeks delovne migracije za ženske
42.7559984266422,Ajdovščina,2007,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
41.5788293339314,Ajdovščina,2007,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
44.4128787878788,Ajdovščina,2007,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
57.244002,Ajdovščina,2007,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
58.4,Ajdovščina,2007,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
55.6,Ajdovščina,2007,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
86.993391,Ajdovščina,2008,Indeks delovne migracije
91.3,Ajdovščina,2008,Indeks delovne migracije za moške
80.8,Ajdovščina,2008,Indeks delovne migracije za ženske
43.8458660680883,Ajdovščina,2008,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
42.3839662447257,Ajdovščina,2008,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
45.9591338822812,Ajdovščina,2008,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
56.154134,Ajdovščina,2008,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
57.6,Ajdovščina,2008,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
54,Ajdovščina,2008,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
86.2,Ajdovščina,2009,Indeks delovne migracije
89.1,Ajdovščina,2009,Indeks delovne migracije za moške
82.1,Ajdovščina,2009,Indeks delovne migracije za ženske
44.3186255368997,Ajdovščina,2009,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
42.9596412556054,Ajdovščina,2009,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
46.1991932981694,Ajdovščina,2009,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
55.7,Ajdovščina,2009,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
57,Ajdovščina,2009,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
53.8,Ajdovščina,2009,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
84.3,Ajdovščina,2010,Indeks delovne migracije
87.6,Ajdovščina,2010,Indeks delovne migracije za moške
79.8,Ajdovščina,2010,Indeks delovne migracije za ženske
45.4667742803336,Ajdovščina,2010,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
43.7090739008419,Ajdovščina,2010,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
47.8467384420519,Ajdovščina,2010,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
54.5,Ajdovščina,2010,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
56.3,Ajdovščina,2010,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
52.2,Ajdovščina,2010,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
83.6,Ajdovščina,2011,Indeks delovne migracije
87.9,Ajdovščina,2011,Indeks delovne migracije za moške
78,Ajdovščina,2011,Indeks delovne migracije za ženske
47.4050368721302,Ajdovščina,2011,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
45.7614588467225,Ajdovščina,2011,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
49.5365931607542,Ajdovščina,2011,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
52.6,Ajdovščina,2011,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
54.2,Ajdovščina,2011,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
50.5,Ajdovščina,2011,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
75.9,Ajdovščina,2012,Indeks delovne migracije
75.5,Ajdovščina,2012,Indeks delovne migracije za moške
76.4,Ajdovščina,2012,Indeks delovne migracije za ženske
50.1705978341492,Ajdovščina,2012,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
49.6880933007865,Ajdovščina,2012,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
50.7531106745252,Ajdovščina,2012,"Delovni migranti, ženske [brez kmetic], ki delajo zunaj občine prebivališča"
49.8,Ajdovščina,2012,"Delovno aktivno prebivalstvo [brez kmetov], ki delajo v občini prebivališča"
50.3,Ajdovščina,2012,"Delovno aktivni moški [brez kmetov], ki delajo v občini prebivališča"
49.2,Ajdovščina,2012,"Delovno aktivne ženske [brez kmetic], ki delajo v občini prebivališča"
75.7,Ajdovščina,2013,Indeks delovne migracije
74.7,Ajdovščina,2013,Indeks delovne migracije za moške
76.8,Ajdovščina,2013,Indeks delovne migracije za ženske
50.4,Ajdovščina,2013,"Delovni migranti [brez kmetov], ki delajo zunaj občine prebivališča"
50.4,Ajdovščina,2013,"Delovni migranti, moški [brez kmetov], ki delajo zunaj občine prebivališča"
